id,dimensionName,dimensionValueID,dimensionValueDescription
CL_TIPO_DATO15,Tipo dato 15,SINH,tasso di separazione rispetto agli abitanti (valori per mille)
CL_TIPO_DATO15,Tipo dato 15,AMLDY,durata media della convivenza matrimoniale nelle separazioni (anni)
CL_TIPO_DATO15,Tipo dato 15,AMLDJSY,durata media della convivenza matrimoniale nelle separazioni giudiziali (anni)
CL_TIPO_DATO15,Tipo dato 15,SIHUFWFP,separazioni con marito italiano per nascita e moglie straniera o italiana per acquisizione (valori percentuali)
CL_TIPO_DATO15,Tipo dato 15,FMINORS,minorenni stranieri
CL_TIPO_DATO15,Tipo dato 15,NHOUSFRM,famiglie con almeno uno straniero
CL_TIPO_DATO15,Tipo dato 15,MDECP,comuni con decremento di popolazione
CL_TIPO_DATO15,Tipo dato 15,RESPOPF,popolazione residente - femmine
CL_TIPO_DATO15,Tipo dato 15,NUMPRHO,numero di famiglie
CL_TIPO_DATO15,Tipo dato 15,FBORN,stranieri nati in italia
CL_TIPO_DATO15,Tipo dato 15,NOUSFHEAD,famiglie con capofamiglia straniero
CL_TIPO_DATO15,Tipo dato 15,PMDE,popolazione nei comuni con decremento di popolazione
CL_TIPO_DATO15,Tipo dato 15,AMDYMCS,durata media della convivenza matrimoniale (anni) nelle separazioni di coppie miste
CL_TIPO_DATO15,Tipo dato 15,LBIRTHES_107,stima dei nati vivi (territorio 2006-2009)
CL_TIPO_DATO15,Tipo dato 15,LBIRTHES,stima dei nati vivi
CL_TIPO_DATO15,Tipo dato 15,SMCP,separazioni di coppie miste (valori percentuali)
CL_TIPO_DATO15,Tipo dato 15,NGSMP,numero di separazioni concesse rispetto ai coniugati (valori per centomila)
CL_TIPO_DATO15,Tipo dato 15,GSSWMAP,separazioni esaurite con rito consensuale (valori percentuali)
CL_TIPO_DATO15,Tipo dato 15,NMIGRAT,saldo migratorio e per altri motivi
CL_TIPO_DATO15,Tipo dato 15,SURVIVORS,sopravviventi - lx
CL_TIPO_DATO15,Tipo dato 15,DEATHS,decessi - dx
CL_TIPO_DATO15,Tipo dato 15,NDSWMA,numero di divorzi esauriti con rito consensuale
CL_TIPO_DATO15,Tipo dato 15,SWMCHP,separazioni con assegno ai figli (valori percentuali)
CL_TIPO_DATO15,Tipo dato 15,HOUSMEMB,popolazione residente in famiglia
CL_TIPO_DATO15,Tipo dato 15,NOHUURE,numero altri tipi di alloggio occupati da residenti
CL_TIPO_DATO15,Tipo dato 15,LBIRTHESP_103,stima dei nati vivi % (territorio 1992-2005)
CL_TIPO_DATO15,Tipo dato 15,LBIRTHESP,stima dei nati vivi (valori percentuali)
CL_TIPO_DATO15,Tipo dato 15,LBIRTH_103,nati vivi (territorio 1992-2005)
CL_TIPO_DATO15,Tipo dato 15,LBIRTH_107,nati vivi (territorio 2006-2009)
CL_TIPO_DATO15,Tipo dato 15,LBIRTHP_110,nati vivi % (territorio 2010-2016)
CL_TIPO_DATO15,Tipo dato 15,LBIRTHP_103,nati vivi % (territorio 1992-2005)
CL_TIPO_DATO15,Tipo dato 15,LBIRTHP_107,nati vivi % (territorio 2006-2009)
CL_TIPO_DATO15,Tipo dato 15,MUNIC,comuni
CL_TIPO_DATO15,Tipo dato 15,RESPOPM,popolazione residente - maschi
CL_TIPO_DATO15,Tipo dato 15,NBUILD,numero di edifici
CL_TIPO_DATO15,Tipo dato 15,MINP,comuni con incremento di popolazione
CL_TIPO_DATO15,Tipo dato 15,ALMAPS,durata media del procedimento di separazione consensuale (in giorni)
CL_TIPO_DATO15,Tipo dato 15,LBIRTHESP_107,stima dei nati vivi % (territorio 2006-2009)
CL_TIPO_DATO15,Tipo dato 15,FNMIGRAT,saldo migratorio e per altri motivi degli stranieri
CL_TIPO_DATO15,Tipo dato 15,FDEATH,morti stranieri
CL_TIPO_DATO15,Tipo dato 15,FREGM,stranieri iscritti  in anagrafe da altri comuni
CL_TIPO_DATO15,Tipo dato 15,FINTRNMIGR,saldo migratorio interno stranieri
CL_TIPO_DATO15,Tipo dato 15,FDERGOTHC,stranieri cancellati in anagrafe per l'estero
CL_TIPO_DATO15,Tipo dato 15,TFDEREG,stranieri cancellati in anagrafe
CL_TIPO_DATO15,Tipo dato 15,FTOTBAL,saldo totale della popolazione straniera (incremento o decremento)
CL_TIPO_DATO15,Tipo dato 15,TMIGRATE,saldo migratorio totale (per mille abitanti)
CL_TIPO_DATO15,Tipo dato 15,TMIGRBL,saldo migratorio totale
CL_TIPO_DATO15,Tipo dato 15,NMIGRATEOR,saldo migratorio per altro motivo (per mille abitanti)
CL_TIPO_DATO15,Tipo dato 15,MUJACPS,figli minori con affidamento condiviso nelle separazioni (valori percentuali)
CL_TIPO_DATO15,Tipo dato 15,GROWTHRATET,tasso di crescita totale (per mille abitanti)
CL_TIPO_DATO15,Tipo dato 15,UN_MUL,Rapporto tra causa iniziale e causa multipla
CL_TIPO_DATO15,Tipo dato 15,UNDEA_INF,Numero di decessi entro il primo anno di vita
CL_TIPO_DATO15,Tipo dato 15,UNDEA,Numero di decessi
CL_TIPO_DATO15,Tipo dato 15,DEATH,morti
CL_TIPO_DATO15,Tipo dato 15,REGOTHC,iscritti  in anagrafe dall'estero
CL_TIPO_DATO15,Tipo dato 15,DEREGOTHC,cancellati  in anagrafe per l'estero
CL_TIPO_DATO15,Tipo dato 15,INTERTNMIG,saldo migratorio estero
CL_TIPO_DATO15,Tipo dato 15,TREG,iscritti  in anagrafe
CL_TIPO_DATO15,Tipo dato 15,TDEREG,cancellati  in anagrafe
CL_TIPO_DATO15,Tipo dato 15,POPHOUS,popolazione residente in famiglia
CL_TIPO_DATO15,Tipo dato 15,AVNUHM,numero medio di componenti per famiglia
CL_TIPO_DATO15,Tipo dato 15,FJAN,popolazione straniera al 1° gennaio
CL_TIPO_DATO15,Tipo dato 15,FNATGR,saldo naturale stranieri
CL_TIPO_DATO15,Tipo dato 15,DEATHRATE,tasso di mortalità (per mille abitanti)
CL_TIPO_DATO15,Tipo dato 15,RESPER,permessi di soggiorno al 1° gennaio
CL_TIPO_DATO15,Tipo dato 15,RESPOPT,popolazione residente
CL_TIPO_DATO15,Tipo dato 15,AVREP,Numero medio di patologie
CL_TIPO_DATO15,Tipo dato 15,MULDEA_INF,Numero di menzioni entro il primo anno di vita
CL_TIPO_DATO15,Tipo dato 15,BEG,popolazione inizio periodo
CL_TIPO_DATO15,Tipo dato 15,DEROTHR,cancellati  in anagrafe per altre regioni
CL_TIPO_DATO15,Tipo dato 15,DEREGM,cancellati  in anagrafe  per altri comuni
CL_TIPO_DATO15,Tipo dato 15,POPEND,popolazione fine periodo
CL_TIPO_DATO15,Tipo dato 15,FLBIRTH,nati vivi stranieri
CL_TIPO_DATO15,Tipo dato 15,FDEC,popolazione straniera al 31 dicembre
CL_TIPO_DATO15,Tipo dato 15,FDEREGM,stranieri cancellati  in anagrafe per altri comuni
CL_TIPO_DATO15,Tipo dato 15,FREGOTHR,stranieri iscritti  in anagrafe per altri motivi
CL_TIPO_DATO15,Tipo dato 15,FDEROTHR,stranieri cancellati in anagrafe per altri motivi
CL_TIPO_DATO15,Tipo dato 15,FBLOTHR,saldo per altri motivi degli stranieri
CL_TIPO_DATO15,Tipo dato 15,ACQCITIZ,acquisizioni della cittadinanza italiana
CL_TIPO_DATO15,Tipo dato 15,NMIGRATEIN,saldo migratorio interno (per mille abitanti)
CL_TIPO_DATO15,Tipo dato 15,NMIGRATEAB,saldo migratorio con l'estero (per mille abitanti)
CL_TIPO_DATO15,Tipo dato 15,MAVACH,età media delle madri al parto
CL_TIPO_DATO15,Tipo dato 15,NSMC,numero di separazioni di coppie miste
CL_TIPO_DATO15,Tipo dato 15,MARRATE,tasso di nuzialità (per mille abitanti)
CL_TIPO_DATO15,Tipo dato 15,REGOTHR,iscritti  in anagrafe da altre regioni
CL_TIPO_DATO15,Tipo dato 15,UN_MUL_INF,Rapporto tra causa iniziale e causa multipla entro il primo anno di vita
CL_TIPO_DATO15,Tipo dato 15,MULDEA,Numero di menzioni
CL_TIPO_DATO15,Tipo dato 15,DEROTHREAS,cancellati  in anagrafe per altri motivi
CL_TIPO_DATO15,Tipo dato 15,BLOTHREAS,saldo per altri motivi
CL_TIPO_DATO15,Tipo dato 15,NTGROW,saldo naturale
CL_TIPO_DATO15,Tipo dato 15,DEPROV,cancellati  in anagrafe per altre province della regione
CL_TIPO_DATO15,Tipo dato 15,FREGOTHC,stranieri iscritti  in anagrafe dall'estero
CL_TIPO_DATO15,Tipo dato 15,FINTNMIG,saldo migratorio estero degli stranieri
CL_TIPO_DATO15,Tipo dato 15,INFLNONEU,ingressi nell'anno di cittadini non comunitari
CL_TIPO_DATO15,Tipo dato 15,REGM,iscritti  in anagrafe da altri comuni
CL_TIPO_DATO15,Tipo dato 15,INTERMBL,saldo migratorio interno interregionale
CL_TIPO_DATO15,Tipo dato 15,INTNETMIGR,saldo migratorio interno
CL_TIPO_DATO15,Tipo dato 15,FAVACH,età media dei padri alla nascita del figlio
CL_TIPO_DATO15,Tipo dato 15,INFMRATE,tasso di mortalità infantile (per 1.000 nati vivi)
CL_TIPO_DATO15,Tipo dato 15,BIRTHRATE,tasso di natalità (per mille abitanti)
CL_TIPO_DATO15,Tipo dato 15,GROWTHRATEN,crescita naturale (per mille abitanti)
CL_TIPO_DATO15,Tipo dato 15,UNDEAP,Numero di decessi (valori percentuali)
CL_TIPO_DATO15,Tipo dato 15,INTPRBL,saldo migratorio interno interprovinciale
